dateTimeFirstSeen	duration	protocol	endPointA_ipAddress	endPointA_portNo	direction	endPointB_ipAddress	endPointB_portNo	flags	tos	outboundPacketCount	inboundPacketCount	outboundByteCount	inboundByteCount	flowCount	dhcpLease_ipAddress	dhcpLease_macAddress	dhcpLease_expiryTimestamp	dnsRecord_ipAddress	dnsRecord_name	dnsRecord_timestamp	category
2015-09-10T12:36:04.543Z	19.942	6	50.112.108.225	80	<->	192.168.22.153	53256	.A..SF	0	4	2	172	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	50.112.108.225	stats-prod-v2-1910644858.us-west-2.elb.amazonaws.com	2015-09-10T12:29:26.000Z	AWS Amazon
2015-09-10T10:04:44.697Z	0.404	6	74.119.118.100	80	<->	192.168.22.153	49257	.AP.S.	0	6	5	4102	3056	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.119.118.100	rtax.criteo.com	2015-09-10T10:04:44.000Z	Analytics
2015-09-10T12:51:08.088Z	0.372	6	12.129.210.71	80	<->	192.168.22.153	56714	.AP.SF	0	7	4	4216	602	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	12.129.210.71	bs.eyeblaster.akadns.net	2015-09-10T12:49:44.000Z	VoIp
2015-09-10T12:53:24.772Z	114.703	6	23.23.152.13	80	<->	192.168.22.153	57016	.AP.SF	0	26	17	23059	5358	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.23.152.13	ssu-useas-ElasticL-IWLRPX21XURH-724462878.us-east-1.elb.amazonaws.com	2015-09-10T12:49:42.000Z	AWS Amazon
2015-09-10T14:44:31.949Z	9.147	17	173.194.112.31	443	<->	192.168.22.153	63595	......	0	8	7	3941	4560	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.112.31	csi.gstatic.com	2015-09-10T14:44:31.000Z	Google Services
2015-09-10T13:09:08.533Z	16.448	6	68.67.129.74	443	<->	192.168.22.153	58052	.AP.SF	0	8	8	1179	3258	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	68.67.129.74	secure-lax.adnxs.com	2015-09-10T13:09:08.000Z	Analytics
2015-09-10T13:27:03.805Z	14.201	6	192.168.22.153	58634	<->	216.58.218.162	80	.A..SF	0	2	4	92	172	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.162	pagead46.l.doubleclick.net	2015-09-10T13:24:54.000Z	Ads
2015-09-10T12:57:03.167Z	288.288	6	74.125.227.250	80	<->	192.168.22.153	57410	.AP.SF	0	20	16	8701	4002	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.125.227.250	pagead.l.doubleclick.net	2015-09-10T12:18:23.000Z	Ads
2015-09-10T13:18:28.667Z	0.132	6	69.172.216.55	80	<->	192.168.22.153	58282	.AP.SF	0	14	22	1029	28600	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.55	anycast.pixel.adsafeprotected.com	2015-09-10T11:33:39.000Z	Ads
2015-09-10T12:45:02.038Z	13.71	6	23.204.101.231	80	<->	192.168.22.153	55206	.A..SF	0	4	2	172	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.204.101.231	user-att-107-205-48-0.e5413.g.akamaiedge.net	2015-09-10T12:18:23.000Z	CDN
2015-09-10T12:56:03.289Z	244.559	6	173.194.115.90	80	<->	192.168.22.153	57314	.APRS.	0	11	10	3253	856	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.90	pagead.l.doubleclick.net	2015-09-10T12:24:29.000Z	Ads
2015-09-10T12:30:26.588Z	22.049	6	23.204.151.162	443	<->	192.168.22.153	51291	.APRSF	0	11	11	1107	5327	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.204.151.162	user-att-107-205-48-0.e4847.g.akamaiedge.net	2015-09-10T12:29:56.000Z	CDN
2015-09-10T10:14:28.801Z	13773.344	17	192.168.22.153	60598	<->	216.58.218.206	443	......	0	471	245	623720	21497	4	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.206	play.l.google.com	2015-09-10T10:14:28.000Z	Application Store
2015-09-10T12:37:45.997Z	0.675	6	74.201.85.20	80	<->	192.168.22.153	53723	.AP.SF	0	6	6	2986	457	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.201.85.20	rt.legolas-media.com	2015-09-10T12:34:25.000Z	Analytics
2015-09-10T12:56:47.987Z	19.686	6	54.210.153.109	80	<->	192.168.22.153	57369	.A..SF	0	4	2	172	84	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	54.210.153.109	tyzeg-vamon.dashbida.com	2015-09-10T12:54:50.000Z	AWS Amazon
2015-09-10T12:42:13.020Z	12.626	6	98.138.49.43	80	<->	192.168.22.153	54418	.A..SF	0	4	3	172	132	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	98.138.49.43	fd-world.ngd.gysm.yahoodns.net	2015-09-10T12:18:22.000Z	Js Library
2015-09-10T13:29:35.997Z	19.111	6	69.172.216.111	443	<->	192.168.22.153	58885	.AP.SF	0	8	7	1052	4385	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.111	anycast.dt.adsafeprotected.com	2015-09-10T12:34:07.000Z	Ads
2015-09-10T14:20:49.930Z	19.388	6	23.210.26.100	443	<->	192.168.22.153	59628	.APRSF	0	6	7	820	475	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.210.26.100	user-att-107-205-48-0.e5413.g.akamaiedge.net	2015-09-10T14:02:54.000Z	CDN
2015-09-10T10:05:16.893Z	240.613	6	192.168.22.153	49266	<->	216.58.218.162	443	.AP.SF	0	49	36	45494	3980	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.162	pagead46.l.doubleclick.net	2015-09-10T10:04:20.000Z	Ads
2015-09-10T12:33:37.308Z	17.165	6	74.125.30.95	80	<->	192.168.22.153	52564	.A..SF	0	4	2	172	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.125.30.95	googleadapis.l.google.com	2015-09-10T12:24:33.000Z	Analytics
2015-09-10T12:30:35.160Z	0.132	6	69.172.216.111	80	<->	192.168.22.153	51350	.AP.SF	0	5	5	1539	467	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.111	anycast.dt.adsafeprotected.com	2015-09-10T12:24:29.000Z	Ads
2015-09-10T13:14:34.478Z	13.434	6	96.16.7.80	80	<->	192.168.22.153	58133	.A..SF	0	4	2	172	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	96.16.7.80	user-att-107-205-48-0.a1961.g.akamai.net	2015-09-10T13:14:34.000Z	CDN
2015-09-10T12:35:15.967Z	78.089	6	68.67.129.95	80	<->	192.168.22.153	52951	.AP.SF	0	99	121	50824	98552	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	68.67.129.95	ib.anycast.adnxs.com	2015-09-10T12:34:50.000Z	Ads
2015-09-10T12:42:20.510Z	36.211	6	31.13.66.12	80	<->	192.168.22.153	54557	.APRSF	0	210	233	218244	52323	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	31.13.66.12	liverail.c10r.facebook.com	2015-09-10T12:34:32.000Z	Social
2015-09-10T12:38:08.156Z	64.23	6	69.172.216.111	443	<->	192.168.22.153	53781	.AP.SF	0	11	12	4350	4927	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.111	anycast.dt.adsafeprotected.com	2015-09-10T12:34:07.000Z	Ads
2015-09-10T12:29:56.156Z	0.268	6	192.168.22.153	51158	<->	204.154.110.206	80	.AP.SF	0	3	5	1177	776	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	204.154.110.206	tps604.doubleverify.com	2015-09-10T12:29:28.000Z	Analytics
2015-09-10T12:39:01.707Z	10.651	6	23.210.36.8	443	<->	192.168.22.153	53996	.APRSF	0	9	7	731	4323	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.210.36.8	user-att-107-205-48-0.e566.dspe1.akamaiedge.net	2015-09-10T12:39:01.000Z	CDN
2015-09-10T11:53:42.864Z	297.426	6	173.194.115.72	443	<->	192.168.22.153	49811	.AP.SF	0	20	26	3374	2545	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.72	plus.google.com	2015-09-10T11:53:42.000Z	Analytics
2015-09-10T14:12:59.423Z	17.337	6	192.168.22.153	59449	<->	204.58.233.77	443	.AP.SF	0	10	9	1607	3230	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	204.58.233.77	www.firstnational.com	2015-09-10T14:06:01.000Z	Analytics
2015-09-10T12:30:54.010Z	0.368	6	96.16.7.83	80	<->	192.168.22.153	51610	.A..SF	0	4	3	172	132	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	96.16.7.83	user-att-107-205-48-0.a1961.g.akamai.net	2015-09-10T12:24:36.000Z	CDN
2015-09-10T12:58:17.993Z	19.882	6	54.235.136.36	80	<->	192.168.22.153	57862	.A..SF	0	4	2	172	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	54.235.136.36	rtb.gumgum.com	2015-09-10T12:58:12.000Z	AWS Amazon
2015-09-10T13:26:09.804Z	11.481	6	76.13.28.70	443	<->	192.168.22.153	58513	.AP.SF	0	14	13	5500	5889	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	76.13.28.70	beapcsc1.ysm.yahoodns.net	2015-09-10T13:24:54.000Z	Js Library
2015-09-10T12:34:37.741Z	10.958	6	74.217.59.15	443	<->	192.168.22.153	52853	.AP.SF	0	10	9	990	5642	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.217.59.15	businessspectrum.adlegend.com	2015-09-10T12:34:37.000Z	Analytics
2015-09-10T12:36:39.171Z	16.364	6	192.168.22.153	53451	<->	199.166.0.200	80	.A..SF	0	2	4	92	172	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	199.166.0.200	anycast.sc.iasds01.com	2015-09-10T12:24:29.000Z	Ads
2015-09-10T14:03:30.517Z	0.145	17	74.125.227.220	443	<->	192.168.22.153	54859	......	0	5	4	2329	2150	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.125.227.220	dart.l.doubleclick.net	2015-09-10T14:03:30.000Z	Ads
2015-09-10T12:42:48.205Z	0.874	6	162.208.21.162	80	<->	192.168.22.153	54656	.AP.SF	0	7	7	3355	579	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	162.208.21.162	geo-rtas.btrll.com	2015-09-10T12:34:18.000Z	AWS Amazon
2015-09-10T14:21:04.618Z	14.466	6	192.168.22.153	59668	<->	204.62.114.206	443	.AP.SF	0	7	8	447	1417	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	204.62.114.206	asset1.basecamp.com	2015-09-10T14:03:52.000Z	Analytics
2015-09-10T12:17:21.988Z	19	6	23.204.101.231	443	<->	192.168.22.153	49980	.APRSF	0	10	10	759	5122	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.204.101.231	user-att-107-205-48-0.e5413.g.akamaiedge.net	2015-09-10T11:14:22.000Z	CDN
2015-09-10T12:32:50.219Z	14.224	6	192.31.109.33	80	<->	192.168.22.153	52368	.AP.SF	0	9	8	5458	1595	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	192.31.109.33	bcpad2.sjc.loc.crwdcntrl.net	2015-09-10T10:04:44.000Z	Js Library
2015-09-10T12:40:28.101Z	14.366	6	23.210.36.8	443	<->	192.168.22.153	54107	.APRSF	0	8	9	691	4434	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.210.36.8	user-att-107-205-48-0.e566.dspe1.akamaiedge.net	2015-09-10T12:39:01.000Z	CDN
2015-09-10T13:18:30.059Z	67.888	6	31.13.66.12	80	<->	192.168.22.153	58288	.AP.SF	0	14	14	8180	4090	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	31.13.66.12	liverail.c10r.facebook.com	2015-09-10T12:54:34.000Z	Social
2015-09-10T13:47:16.022Z	29.835	6	98.138.49.42	443	<->	192.168.22.153	58991	.AP.SF	0	17	20	5835	11692	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	98.138.49.42	world.yax.gysm.yahoodns.net	2015-09-10T13:24:54.000Z	Js Library
2015-09-10T12:43:08.961Z	8.88	6	64.94.116.170	80	<->	192.168.22.153	54825	.APRS.	0	13	10	12389	3689	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	64.94.116.170	pix-geo.revsci.net	2015-09-10T12:34:10.000Z	Js Library
2015-09-10T10:08:54.973Z	60.179	6	184.51.221.241	443	<->	192.168.22.153	49584	.APRS.	0	10	9	939	5754	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	184.51.221.241	user-att-107-205-48-0.e3375.g.akamaiedge.net	2015-09-10T10:08:54.000Z	CDN
2015-09-10T12:30:55.233Z	3.923	6	31.13.66.12	80	<->	192.168.22.153	51636	.AP.SF	0	73	79	88893	16020	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	31.13.66.12	liverail.c10r.facebook.com	2015-09-10T10:06:36.000Z	Social
2015-09-10T10:05:42.862Z	31.268	6	192.168.22.153	49341	<->	199.16.172.74	80	.APRSF	0	6	7	744	855	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	199.16.172.74	ny1-g005.intellitxt.com	2015-09-10T10:04:44.000Z	Analytics
2015-09-10T12:25:21.787Z	11.068	6	192.168.22.153	50336	<->	199.38.164.47	80	.A.RSF	0	3	3	132	132	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	199.38.164.47	m.xp1.ru4.com	2015-09-10T12:06:20.000Z	Analytics
2015-09-10T13:25:47.155Z	17.923	6	98.139.225.168	443	<->	192.168.22.153	58485	.APRSF	0	9	8	1092	3886	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	98.139.225.168	pr.ybp.gysm.yahoodns.net	2015-09-10T13:24:54.000Z	Search Engine
2015-09-10T17:36:38.289Z	15.14	6	12.129.210.71	443	<->	192.168.22.153	60399	.APRSF	0	7	5	881	2871	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	12.129.210.71	bs.eyeblaster.akadns.net	2015-09-10T17:36:37.000Z	VoIp
2015-09-10T10:04:15.406Z	240.237	6	173.194.115.34	443	<->	192.168.22.153	49219	.AP.SF	0	21	25	3208	6983	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.34	play.l.google.com	2015-09-10T10:04:15.000Z	Application Store
2015-09-10T12:49:45.647Z	162.01	6	54.191.163.212	80	<->	192.168.22.153	56488	.AP.S.	0	62	45	49825	14044	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	54.191.163.212	dxedge-prod-lb-1585771072.us-west-2.elb.amazonaws.com	2015-09-10T12:49:45.000Z	AWS Amazon
2015-09-10T12:48:32.385Z	0.161	17	173.194.115.40	443	<->	192.168.22.153	51326	......	0	5	4	2034	3201	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.40	clients.l.google.com	2015-09-10T12:39:07.000Z	Analytics
2015-09-10T12:54:34.924Z	12.729	6	69.194.244.11	80	<->	192.168.22.153	57118	.AP.SF	0	15	15	13222	3234	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.194.244.11	ad.turn.com.akadns.net	2015-09-10T12:54:34.000Z	Js Library
2015-09-10T15:08:27.596Z	240.146	6	173.194.115.71	443	<->	192.168.22.153	59829	.AP.SF	0	16	18	1300	5592	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.71	sb.l.google.com	2015-09-10T15:08:27.000Z	Analytics
2015-09-10T12:18:23.126Z	17.924	6	107.20.244.114	443	<->	192.168.22.153	50048	.APRSF	0	8	9	987	4481	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	107.20.244.114	adservers-users-1-1251423768.us-east-1.elb.amazonaws.com	2015-09-10T12:18:23.000Z	AWS Amazon
2015-09-10T12:42:15.193Z	0.508	6	107.6.93.234	80	<->	192.168.22.153	54461	.AP.SF	0	6	5	2183	697	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	107.6.93.234	loadus.tm.ssl.exelator.com	2015-09-10T12:39:07.000Z	Ads
2015-09-10T12:30:49.470Z	0.925	6	31.13.66.12	80	<->	192.168.22.153	51526	.AP.SF	0	12	10	8842	2810	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	31.13.66.12	liverail.c10r.facebook.com	2015-09-10T10:06:36.000Z	Social
2015-09-10T13:47:16.088Z	19.732	6	23.75.250.217	443	<->	192.168.22.153	59008	.APRSF	0	9	10	911	5347	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.75.250.217	user-att-107-205-48-0.e6166.a.akamaiedge.net	2015-09-10T13:33:00.000Z	CDN
2015-09-10T12:34:48.310Z	0.387	6	162.208.20.162	80	<->	192.168.22.153	52889	.AP.SF	0	9	11	3928	5875	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	162.208.20.162	geo-rtas.btrll.com	2015-09-10T12:34:07.000Z	AWS Amazon
2015-09-10T13:17:56.571Z	0.061	17	74.125.196.99	443	<->	192.168.22.153	59622	......	0	2	1	1443	1378	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.125.196.99	www.google.com	2015-09-10T13:14:33.000Z	Analytics
2015-09-10T10:33:24.377Z	0.168	17	192.168.22.153	59188	<->	216.58.218.174	443	......	0	9	7	5188	2435	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.174	safebrowsing.cache.l.google.com	2015-09-10T10:33:24.000Z	Analytics
2015-09-10T17:40:22.816Z	8.586	6	52.25.91.68	443	<->	192.168.22.153	60505	.APRSF	0	6	6	820	420	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	52.25.91.68	dxedge-prod-lb-1585771072.us-west-2.elb.amazonaws.com	2015-09-10T17:40:22.000Z	AWS Amazon
2015-09-10T12:32:47.690Z	0.384	6	8.21.24.45	80	<->	192.168.22.153	52357	.AP.SF	0	11	12	6901	5032	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	8.21.24.45	data.agkn.com	2015-09-10T12:24:29.000Z	Analytics
2015-09-10T12:40:32.098Z	1.73	6	107.6.93.234	80	<->	192.168.22.153	54145	.AP.SF	0	5	5	824	1244	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	107.6.93.234	loadus.tm.ssl.exelator.com	2015-09-10T12:39:07.000Z	Ads
2015-09-10T12:58:17.842Z	17.047	6	96.16.7.42	443	<->	192.168.22.153	57856	.APRSF	0	6	6	820	430	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	96.16.7.42	user-att-107-205-48-0.a2047.dspl.akamai.net	2015-09-10T12:58:17.000Z	CDN
2015-09-10T12:34:18.989Z	2.06	6	162.208.21.162	80	<->	192.168.22.153	52780	.AP.SF	0	7	6	3671	642	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	162.208.21.162	geo-rtas.btrll.com	2015-09-10T12:34:18.000Z	AWS Amazon
2015-09-10T12:55:24.351Z	13.304	6	54.183.76.0	80	<->	192.168.22.153	57226	.A..SF	0	4	2	184	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	54.183.76.0	ads-zone-c-1184022283.us-west-1.elb.amazonaws.com	2015-09-10T12:54:49.000Z	AWS Amazon
2015-09-10T13:27:22.703Z	15.324	6	173.194.115.87	80	<->	192.168.22.153	58674	.A..SF	0	4	2	172	92	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.87	www.gstatic.com	2015-09-10T13:19:18.000Z	Office
2015-09-10T15:16:15.801Z	0.696	6	96.17.177.18	80	<->	192.168.22.153	59853	.APRS.	0	7	7	971	5859	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	96.17.177.18	user-att-107-205-48-0.a568.d.akamai.net	2015-09-10T15:16:15.000Z	CDN
2015-09-10T13:07:09.848Z	15.09	6	108.168.240.194	443	<->	192.168.22.153	58021	.AP.SF	0	8	6	887	2871	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	108.168.240.194	tags0.dal.bluekai.com	2015-09-10T13:03:35.000Z	Ads
2015-09-10T13:27:03.211Z	2.374	17	192.168.22.153	59398	<->	216.58.218.166	443	......	0	22	16	25332	5946	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.166	s0-2mdn-net.l.google.com	2015-09-10T13:24:54.000Z	Analytics
2015-09-10T14:20:23.602Z	0.347	6	192.168.22.153	59572	<->	208.71.122.1	443	.AP.SF	0	9	8	4990	1985	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	208.71.122.1	t.mookie1.com	2015-09-10T13:18:30.000Z	Analytics
2015-09-10T12:56:27.396Z	0.418	6	8.21.24.45	80	<->	192.168.22.153	57342	.AP.SF	0	11	12	6878	5099	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	8.21.24.45	data.agkn.com	2015-09-10T12:24:29.000Z	Analytics
2015-09-10T12:48:45.549Z	82.062	6	54.83.200.86	80	<->	192.168.22.153	56000	.AP.SF	0	8	10	2404	3588	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	54.83.200.86	api.adsnative.com	2015-09-10T12:44:56.000Z	Developing
2015-09-10T14:07:05.414Z	14.488	6	192.168.22.153	59419	<->	204.58.233.77	443	.AP.SF	0	29	24	19555	14858	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	204.58.233.77	www.firstnational.com	2015-09-10T14:06:01.000Z	Analytics
2015-09-10T11:24:24.931Z	0.041	17	192.168.22.153	58512	<->	216.58.218.174	443	......	0	1	2	1378	1443	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.174	clients.l.google.com	2015-09-10T11:24:24.000Z	Analytics
2015-09-10T12:51:34.877Z	72.759	6	174.129.198.167	80	<->	192.168.22.153	56763	.AP.SF	0	12	15	4126	10551	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	174.129.198.167	newsmax-1313032851.us-east-1.elb.amazonaws.com	2015-09-10T12:39:00.000Z	AWS Amazon
2015-09-10T12:57:07.746Z	0.758	6	23.235.40.134	80	<->	192.168.22.153	57461	.AP.SF	0	5	5	1373	428	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.235.40.134	disqus.map.fastly.net	2015-09-10T12:39:07.000Z	Ads
2015-09-10T13:28:47.588Z	17.523	6	69.172.216.55	443	<->	192.168.22.153	58842	.AP.SF	0	9	8	1243	4366	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.55	anycast.pixel.adsafeprotected.com	2015-09-10T11:33:39.000Z	Ads
2015-09-10T12:36:21.984Z	2.913	6	69.172.216.55	80	<->	192.168.22.153	53356	.AP.SF	0	5	5	1519	439	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.55	anycast.pixel.adsafeprotected.com	2015-09-10T11:33:39.000Z	Ads
2015-09-10T13:27:01.168Z	13.88	6	192.168.22.153	58602	<->	199.166.0.200	443	.AP.SF	0	6	8	2870	1191	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	199.166.0.200	anycast.sc.iasds01.com	2015-09-10T13:24:54.000Z	Ads
2015-09-10T12:30:06.911Z	0.113	6	69.172.216.111	80	<->	192.168.22.153	51206	.AP.SF	0	5	5	1379	467	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	69.172.216.111	anycast.dt.adsafeprotected.com	2015-09-10T12:24:29.000Z	Ads
2015-09-10T12:47:11.026Z	0.355	6	107.21.249.50	80	<->	192.168.22.153	55807	.AP.SF	0	5	6	2684	705	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	107.21.249.50	userdblb.tubemogul.com	2015-09-10T10:06:34.000Z	Analytics
2015-09-10T12:30:25.245Z	19.255	6	74.121.142.111	80	<->	192.168.22.153	51286	.A..SF	0	4	2	172	84	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.121.142.111	pixel-origin.mathtag.com	2015-09-10T11:14:20.000Z	Analytics
2015-09-10T13:29:47.603Z	17.502	6	23.75.250.217	443	<->	192.168.22.153	58908	.APRSF	0	6	6	820	435	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	23.75.250.217	user-att-107-205-48-0.e6166.a.akamaiedge.net	2015-09-10T13:29:37.000Z	CDN
2015-09-10T14:30:26.536Z	0.511	17	192.168.22.153	64861	<->	216.58.218.206	443	......	0	109	61	136328	7579	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.206	plus.google.com	2015-09-10T14:24:57.000Z	Analytics
2015-09-10T12:42:50.933Z	0.971	6	162.208.20.162	80	<->	192.168.22.153	54709	.AP.SF	0	10	12	3480	6557	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	162.208.20.162	geo-rtas.btrll.com	2015-09-10T12:34:07.000Z	AWS Amazon
2015-09-10T13:14:33.181Z	0.061	17	74.125.196.105	443	<->	192.168.22.153	61141	......	0	2	1	1443	1378	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	74.125.196.105	www.google.com	2015-09-10T13:14:33.000Z	Analytics
2015-09-10T12:06:14.379Z	240.153	6	192.168.22.153	49925	<->	216.58.218.162	443	.AP.SF	0	15	12	930	1360	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	216.58.218.162	pagead.l.doubleclick.net	2015-09-10T12:06:14.000Z	Ads
2015-09-10T13:55:07.489Z	21.349	17	173.194.115.39	443	<->	192.168.22.153	63310	......	0	3	5	1517	2476	2	192.168.22.153	68:a3:c4:31:25:95	2015-09-10T21:56:31.000Z	173.194.115.39	clients.l.google.com	2015-09-10T12:39:07.000Z	Analytics
